project_id,project_name,start_date,end_date,project_manager,team_members,status,budget,expenditure,client
P1523,App Development,2/21/2024 0:00,8/30/2024 0:00,David,"Eve, Bob, Alice",Active,154391,117202,Client D
P1526,Blockchain Integration,5/27/2024 0:00,11/23/2022 0:00,Alice,"Alice, Frank",Active,509106,869924,Client A
P1531,AI Software,12/18/2023 0:00,3/7/2022 0:00,David,"Alice, Charlie, Bob",Cancelled,668087,309423,Client A
P1535,App Development,2/23/2023 0:00,1/12/2023 0:00,Bob,"Eve, Charlie, Bob",Cancelled,512272,154574,Client B
P1544,Blockchain Integration,6/1/2023 0:00,8/26/2024 0:00,Bob,"Frank, Charlie",Cancelled,304019,127525,Client E
P1546,Data Warehouse,11/3/2023 0:00,8/25/2024 0:00,Bob,"Bob, Charlie, Frank",Cancelled,456710,558277,Client D
P1547,AI Software,3/1/2022 0:00,5/28/2022 0:00,Eve,"David, Frank, Eve",Cancelled,373393,87805,Client C
P1549,Data Warehouse,12/3/2022 0:00,2/3/2024 0:00,Charlie,"David, Frank",Cancelled,443807,419645,Client A
P1550,AI Software,9/26/2023 0:00,7/13/2024 0:00,David,"David, Alice, Bob",Completed,898488,699515,Client D
P1552,IoT Automation,5/2/2023 0:00,10/21/2024 0:00,David,"Frank, Bob",Cancelled,460029,677234,Client E
P1554,App Development,11/7/2022 0:00,4/27/2022 0:00,David,Alice,Active,717741,156979,Client A
P1555,AI Software,8/21/2023 0:00,7/21/2023 0:00,Bob,"Bob, David, Alice",Completed,828338,199007,Client B
P1558,Cloud Migration,12/18/2023 0:00,7/4/2024 0:00,Charlie,Charlie,Completed,334412,526476,Client A
P1559,Cloud Migration,10/1/2023 0:00,12/6/2022 0:00,Eve,Charlie,Cancelled,628986,72506,Client E
P1561,App Development,9/9/2022 0:00,2/12/2023 0:00,Frank,Eve,Active,483573,168475,Client C
P1564,Cloud Migration,2/17/2024 0:00,5/23/2023 0:00,Eve,Eve,Completed,505042,669816,Client A
P1566,Blockchain Integration,3/4/2024 0:00,4/1/2024 0:00,Bob,"Bob, Charlie, Frank",Completed,739509,251701,Client B
P1567,App Development,12/18/2023 0:00,8/25/2023 0:00,Alice,"David, Bob, Charlie",Active,611462,825985,Client C
P1568,AI Software,5/26/2022 0:00,9/24/2023 0:00,David,"Charlie, David",Active,401260,775987,Client C
P1578,Cloud Migration,3/30/2023 0:00,1/25/2024 0:00,,,Completed,838916,442367,Client A
P1583,IoT Automation,2/2/2024 0:00,6/5/2024 0:00,David,"David, Alice",Cancelled,441045,764993,Client C
P1584,Cloud Migration,3/26/2024 0:00,1/28/2023 0:00,Eve,"Eve, Charlie",Cancelled,212745,319881,Client D
P1586,AI Software,12/28/2022 0:00,8/30/2024 0:00,Eve,"Frank, David",Cancelled,327117,715490,Client D
P1588,App Development,3/21/2022 0:00,8/23/2022 0:00,Eve,Eve,Cancelled,324885,676768,Client A
P1589,Blockchain Integration,7/18/2023 0:00,8/16/2022 0:00,Alice,"Charlie, David",Active,598970,484230,Client D
P1592,Data Warehouse,7/18/2024 0:00,2/18/2024 0:00,Alice,Alice,Active,569056,883398,Client A
P1597,IoT Automation,8/29/2024 0:00,8/14/2023 0:00,David,Charlie,Completed,397249,683954,Client E
P1598,Data Warehouse,1/20/2024 0:00,2/21/2023 0:00,Eve,"David, Alice, Charlie",Cancelled,930948,735894,Client C
P1604,App Development,5/10/2022 0:00,11/18/2022 0:00,David,Bob,Completed,163063,94083,Client D
P1608,IoT Automation,9/2/2022 0:00,9/16/2023 0:00,Alice,Alice,Active,346425,306233,Client A
P1609,AI Software,2/27/2023 0:00,8/24/2022 0:00,Frank,"Frank, Charlie",Completed,652372,805186,Client A
P1616,Cloud Migration,5/14/2022 0:00,9/7/2024 0:00,Bob,Bob,Active,910471,703789,Client E
P1622,Cloud Migration,3/18/2024 0:00,3/10/2024 0:00,Charlie,Charlie,Completed,453669,92412,Client E
P1624,AI Software,4/9/2024 0:00,10/26/2022 0:00,Frank,"Charlie, Eve",Completed,762880,285352,Client B
P1630,Data Warehouse,3/29/2022 0:00,4/6/2022 0:00,David,Eve,Completed,419335,440188,Client E
P1631,Blockchain Integration,2/15/2024 0:00,2/14/2023 0:00,David,David,Completed,224421,586201,Client A
P1637,AI Software,3/28/2022 0:00,6/19/2022 0:00,Frank,Frank,Cancelled,421746,58845,Client D
P1638,Cloud Migration,2/18/2024 0:00,2/27/2022 0:00,David,"Frank, Bob",Active,340725,661161,Client E
P1642,Data Warehouse,1/5/2024 0:00,4/1/2023 0:00,Frank,"Frank, Charlie",Completed,967252,370439,Client B
P1645,AI Software,4/23/2023 0:00,4/4/2023 0:00,Frank,"Alice, Bob, David",Cancelled,439714,236291,Client A
P1649,Data Warehouse,1/27/2024 0:00,6/27/2023 0:00,Charlie,Charlie,Cancelled,815123,378915,Client D
P1651,AI Software,5/14/2023 0:00,4/11/2022 0:00,Charlie,"Charlie, Frank, Alice",Completed,645059,456550,Client E
P1655,Cloud Migration,7/12/2024 0:00,9/1/2022 0:00,Eve,Eve,Active,991648,674734,Client B
P1657,AI Software,10/12/2022 0:00,12/31/2023 0:00,Frank,Frank,Completed,768280,740491,Client E
P1663,App Development,3/26/2024 0:00,3/8/2024 0:00,Eve,Eve,Completed,837866,97680,Client A
P1666,Blockchain Integration,8/24/2023 0:00,12/7/2022 0:00,Alice,Alice,Cancelled,944507,168245,Client A
P1670,AI Software,3/8/2024 0:00,6/15/2022 0:00,David,Charlie,Active,165971,144421,Client D
P1672,App Development,5/24/2024 0:00,6/8/2024 0:00,Alice,"Alice, Eve, David",Active,982027,847286,Client B
P1676,App Development,3/8/2022 0:00,8/13/2023 0:00,Frank,"Alice, Bob, Frank",Cancelled,194215,733344,Client D
P1678,Cloud Migration,3/7/2023 0:00,10/28/2023 0:00,Frank,Charlie,Active,267930,821076,Client C
P1682,IoT Automation,5/17/2024 0:00,12/27/2023 0:00,Bob,"David, Bob",Completed,643876,831321,Client C
P1685,AI Software,2/28/2024 0:00,6/2/2023 0:00,Bob,"Charlie, Eve",Active,467093,256263,Client B
P1686,App Development,9/28/2023 0:00,9/27/2022 0:00,Eve,"Eve, David, Bob",Cancelled,436434,615435,Client E
P1687,IoT Automation,3/17/2023 0:00,3/3/2023 0:00,Alice,Alice,Active,480829,620395,Client A
P1691,Blockchain Integration,4/6/2023 0:00,10/6/2024 0:00,Eve,Eve,Cancelled,441242,333275,Client A
P1692,Data Warehouse,12/20/2022 0:00,7/10/2024 0:00,Frank,"Bob, David",Cancelled,194617,605179,Client B
P1700,App Development,10/11/2022 0:00,3/26/2023 0:00,Frank,Alice,Completed,284076,609920,Client C
P1704,Blockchain Integration,7/7/2023 0:00,4/20/2024 0:00,Alice,Eve,Completed,691905,235923,Client D
P1706,IoT Automation,10/1/2022 0:00,8/30/2024 0:00,Charlie,Bob,Active,130688,575967,Client E
P1707,AI Software,7/29/2022 0:00,2/4/2023 0:00,David,"Eve, Frank",Active,280925,454083,Client D
P1719,IoT Automation,8/21/2024 0:00,5/25/2023 0:00,Eve,Eve,Completed,927695,127998,Client D
P1726,Blockchain Integration,7/6/2022 0:00,11/19/2023 0:00,Alice,Eve,Completed,947502,284677,Client A
P1727,App Development,12/6/2022 0:00,12/1/2022 0:00,Alice,"Alice, Bob",Cancelled,359140,245910,Client A
P1728,AI Software,9/1/2024 0:00,5/30/2022 0:00,David,Alice,Active,698782,679236,Client D
P1730,AI Software,10/14/2024 0:00,5/6/2023 0:00,Charlie,David,Completed,912574,391171,Client A
P1732,Cloud Migration,6/2/2024 0:00,5/23/2023 0:00,Alice,Alice,Active,289226,784335,Client D
P1734,Cloud Migration,1/14/2023 0:00,5/10/2022 0:00,Charlie,"Alice, David, Frank",Completed,710549,555705,Client C
P1739,Data Warehouse,10/11/2024 0:00,4/23/2023 0:00,Frank,"Frank, Alice",Active,724842,715640,Client B
P1740,Blockchain Integration,3/11/2024 0:00,11/1/2023 0:00,Bob,"Eve, Charlie",Cancelled,652599,614371,Client D
P1742,AI Software,7/12/2023 0:00,11/17/2023 0:00,Frank,David,Active,614145,309378,Client B
P1745,AI Software,1/27/2023 0:00,2/2/2024 0:00,David,"Eve, David, Frank",Active,644153,479655,Client C
P1750,Cloud Migration,3/31/2022 0:00,1/2/2024 0:00,Charlie,Eve,Completed,928989,617298,Client B
P1752,IoT Automation,12/15/2022 0:00,12/14/2022 0:00,David,David,Completed,281682,236851,Client C
P1755,Blockchain Integration,10/14/2024 0:00,4/14/2023 0:00,Alice,Bob,Completed,612696,459772,Client E
P1758,AI Software,8/26/2023 0:00,7/1/2024 0:00,Alice,"David, Frank, Charlie",Active,696557,850817,Client B
P1759,AI Software,10/8/2024 0:00,5/24/2022 0:00,Alice,"Frank, Eve",Active,816803,421093,Client D
P1760,Blockchain Integration,10/3/2024 0:00,3/26/2024 0:00,Bob,Bob,Completed,875926,148776,Client A
P1761,Data Warehouse,4/27/2023 0:00,1/17/2024 0:00,Eve,Eve,Cancelled,490272,519989,Client B
P1763,Blockchain Integration,1/13/2024 0:00,4/25/2022 0:00,Charlie,"Frank, Alice, David",Active,768390,642974,Client B
P1764,Data Warehouse,4/21/2023 0:00,9/1/2024 0:00,Alice,"Alice, Charlie, Eve",Completed,163838,220401,Client C
P1766,Data Warehouse,10/3/2024 0:00,7/9/2023 0:00,Charlie,"Frank, Alice",Completed,953132,753764,Client D
P1774,Cloud Migration,4/3/2022 0:00,11/29/2023 0:00,Eve,David,Cancelled,463737,493601,Client C
P1775,App Development,4/20/2024 0:00,9/2/2023 0:00,Eve,"Charlie, David",Active,270922,369304,Client A
P1779,App Development,5/3/2023 0:00,3/14/2023 0:00,Eve,Eve,Completed,705225,630120,Client C
P1780,IoT Automation,5/21/2024 0:00,2/9/2023 0:00,Bob,"Alice, Charlie, Eve",Active,865215,529497,Client B
P1784,IoT Automation,4/30/2023 0:00,6/19/2024 0:00,Bob,Bob,Active,390648,348033,Client B
P1786,Cloud Migration,7/9/2022 0:00,9/29/2024 0:00,Charlie,"Alice, Bob",Active,159442,252942,Client D
P1788,Cloud Migration,1/21/2024 0:00,10/11/2022 0:00,Alice,"Frank, David",Completed,704555,366951,Client B
P1791,App Development,8/1/2024 0:00,9/6/2022 0:00,Charlie,"David, Alice",Completed,624146,710512,Client E
P1798,Data Warehouse,3/3/2024 0:00,10/1/2022 0:00,Charlie,David,Completed,582706,60356,Client B
P0002,AI Software,11/23/2023 0:00,6/25/2022 0:00,Frank,Charlie,pending,782059,143571,Client A
P0010,AI Software,3/24/2022 0:00,12/16/2023 0:00,Bob,"Eve, Charlie, Frank",pending,697905,310753,Client D
P0012,IoT Automation,7/22/2024 0:00,5/18/2022 0:00,Charlie,"David, Charlie, Alice",pending,806956,274488,Client D
P0015,App Development,7/4/2024 0:00,5/26/2022 0:00,Frank,Frank,pending,779299,268525,Client E
P0024,AI Software,12/8/2023 0:00,6/25/2024 0:00,David,"David, Charlie",pending,509735,463960,Client C
P0032,Blockchain Integration,5/17/2023 0:00,10/24/2022 0:00,Charlie,"Charlie, Alice, David",pending,749358,416975,Client E
P0045,AI Software,7/9/2022 0:00,11/21/2023 0:00,Alice,Alice,pending,416722,426455,Client A
P0059,AI Software,4/22/2024 0:00,11/17/2023 0:00,David,Alice,pending,260741,806597,Client C
P0075,AI Software,1/20/2023 0:00,5/30/2024 0:00,Frank,Alice,pending,998627,641845,Client B
P0095,IoT Automation,7/6/2023 0:00,4/28/2024 0:00,Alice,"Bob, Alice",pending,476091,468002,Client D
P0097,Blockchain Integration,9/12/2024 0:00,3/4/2022 0:00,David,"Frank, Alice, Eve",pending,813385,494392,Client A
P0102,IoT Automation,8/3/2024 0:00,9/7/2022 0:00,David,"David, Charlie, Eve",pending,992440,205327,Client C
P0103,App Development,12/30/2022 0:00,7/26/2024 0:00,Alice,"David, Charlie, Frank",pending,246298,804757,Client C
P0104,Blockchain Integration,5/20/2022 0:00,4/29/2024 0:00,Alice,"David, Eve",pending,930763,409366,Client B
P0116,IoT Automation,4/17/2022 0:00,11/18/2022 0:00,Eve,"Alice, David",pending,935623,233480,Client B
P0117,Data Warehouse,9/8/2024 0:00,10/30/2023 0:00,Alice,Alice,pending,514146,256101,Client C
P0121,Cloud Migration,3/15/2023 0:00,4/22/2022 0:00,David,Eve,pending,211596,518524,Client B
P0128,IoT Automation,5/19/2024 0:00,1/16/2023 0:00,Charlie,Charlie,pending,175714,472135,Client D
P0130,App Development,7/17/2023 0:00,10/5/2024 0:00,David,David,pending,525847,510824,Client C
P0133,App Development,4/14/2022 0:00,12/16/2023 0:00,Bob,Bob,pending,300284,132767,Client B
P0142,AI Software,2/10/2024 0:00,6/26/2023 0:00,Eve,"Alice, David, Frank",pending,414798,841775,Client D
P0144,AI Software,7/30/2023 0:00,7/14/2023 0:00,Alice,"Charlie, Bob, Frank",pending,549339,518641,Client C
P0148,IoT Automation,2/4/2023 0:00,11/3/2022 0:00,Alice,"Bob, Eve",pending,133049,325454,Client D
P0152,Cloud Migration,3/26/2022 0:00,7/21/2023 0:00,Bob,"David, Bob",pending,665200,844073,Client C
P0155,Cloud Migration,8/29/2023 0:00,1/17/2024 0:00,Frank,"Charlie, Eve",pending,818115,380350,Client B
P0168,AI Software,3/29/2023 0:00,10/11/2023 0:00,Eve,"David, Alice",pending,743529,176120,Client B
P0170,Cloud Migration,9/21/2023 0:00,5/1/2024 0:00,David,"Frank, Eve",pending,722255,836334,Client C
P0174,IoT Automation,6/1/2022 0:00,8/14/2022 0:00,David,David,pending,585679,101489,Client B
P0178,Blockchain Integration,5/10/2022 0:00,5/2/2024 0:00,Frank,Bob,pending,223384,241905,Client B
P0189,Blockchain Integration,11/5/2022 0:00,1/1/2023 0:00,Bob,"Charlie, Frank",pending,285211,590615,Client B
P0195,Cloud Migration,3/5/2022 0:00,4/11/2023 0:00,Charlie,"David, Alice, Charlie",pending,221728,711467,Client E
P0197,AI Software,12/8/2023 0:00,5/19/2023 0:00,Eve,"Frank, David",pending,734604,622257,Client E
P0203,App Development,7/11/2022 0:00,6/17/2022 0:00,Bob,"Charlie, Frank, Alice",pending,596666,867930,Client B
P0221,App Development,12/9/2023 0:00,7/30/2022 0:00,Eve,"Frank, Bob",pending,414932,322106,Client A
P0231,Cloud Migration,5/15/2024 0:00,8/28/2023 0:00,Frank,"Frank, Alice, Eve",pending,796292,669110,Client D
P0232,App Development,8/2/2024 0:00,7/22/2024 0:00,David,"David, Charlie, Frank",pending,601989,223381,Client D
P0250,Blockchain Integration,6/8/2024 0:00,2/10/2024 0:00,Bob,"Eve, David, Frank",pending,735894,285018,Client C
P0253,Data Warehouse,5/16/2024 0:00,11/22/2022 0:00,Bob,Bob,pending,928865,659258,Client B
P0255,App Development,4/18/2024 0:00,12/28/2022 0:00,Charlie,Eve,pending,892125,722322,Client C
P0257,Data Warehouse,11/11/2022 0:00,2/18/2024 0:00,Bob,David,pending,401599,684122,Client B
P0259,Cloud Migration,1/20/2023 0:00,2/10/2023 0:00,Frank,"Alice, David, Charlie",pending,132415,689447,Client C
P0260,Blockchain Integration,7/15/2022 0:00,9/24/2022 0:00,Bob,Charlie,pending,688971,623359,Client B
P0264,App Development,7/30/2023 0:00,3/22/2022 0:00,David,"Eve, David, Charlie",pending,512370,377568,Client A
P0265,App Development,9/6/2024 0:00,4/4/2023 0:00,Eve,"Eve, Bob, Frank",pending,781749,515511,Client B
P0274,Cloud Migration,9/11/2022 0:00,2/19/2024 0:00,Eve,Eve,pending,793117,877687,Client B
P0279,IoT Automation,4/23/2023 0:00,12/22/2022 0:00,David,"Frank, Bob",pending,363814,321090,Client A
P0280,AI Software,2/19/2024 0:00,10/3/2024 0:00,Eve,"Bob, David, Alice",pending,384427,208690,Client E
P0282,IoT Automation,7/15/2022 0:00,8/7/2023 0:00,Eve,Frank,pending,428258,681182,Client E
P0285,AI Software,4/9/2022 0:00,11/19/2024 0:00,Eve,Eve,pending,421228,143513,Client E
P0286,Cloud Migration,6/18/2022 0:00,9/8/2023 0:00,Frank,"Frank, Eve",pending,451271,274869,Client A
P0289,AI Software,11/26/2022 0:00,6/10/2024 0:00,Eve,Eve,pending,791128,310345,Client D
P0290,Blockchain Integration,2/24/2022 0:00,6/6/2022 0:00,Alice,Bob,pending,742833,842189,Client E
P0300,Blockchain Integration,8/19/2023 0:00,9/1/2024 0:00,Eve,"Charlie, David, Frank",pending,727186,784351,Client C
P0304,AI Software,7/23/2022 0:00,8/6/2022 0:00,Alice,Alice,pending,607870,180620,Client C
P0306,IoT Automation,6/1/2024 0:00,12/10/2022 0:00,Charlie,"Bob, David",pending,457983,83099,Client C
P0309,AI Software,8/28/2024 0:00,11/2/2022 0:00,Charlie,"Eve, Bob",pending,494853,486617,Client B
P0315,Blockchain Integration,3/9/2022 0:00,6/26/2024 0:00,Eve,"Eve, Frank, David",pending,390551,614385,Client E
P0317,AI Software,10/23/2022 0:00,3/6/2023 0:00,Frank,Frank,pending,153470,623261,Client C
P0320,AI Software,6/2/2022 0:00,6/17/2024 0:00,David,"Charlie, David, Eve",pending,558408,627925,Client B
P0332,Blockchain Integration,7/31/2023 0:00,4/1/2022 0:00,David,Alice,pending,754688,698591,Client E
P0334,Data Warehouse,2/24/2022 0:00,6/7/2022 0:00,Charlie,"Alice, Frank, Charlie",pending,341684,449677,Client C
P0336,AI Software,3/7/2024 0:00,5/10/2024 0:00,Alice,"Charlie, Alice",pending,379692,144682,Client B
P0350,AI Software,7/29/2024 0:00,9/23/2022 0:00,Frank,"David, Bob, Eve",pending,739219,674958,Client E
P0352,AI Software,3/5/2024 0:00,11/5/2024 0:00,Alice,"Frank, Charlie, Alice",pending,393046,464067,Client A
P0355,App Development,3/12/2022 0:00,6/20/2023 0:00,Frank,"Bob, David",pending,728848,154866,Client A
P0356,AI Software,7/11/2024 0:00,11/21/2022 0:00,David,David,pending,567838,322530,Client E
P0357,IoT Automation,6/14/2022 0:00,9/21/2023 0:00,Frank,"Frank, Bob, Alice",pending,205242,678614,Client E
P0365,AI Software,1/1/2024 0:00,5/20/2023 0:00,Eve,Eve,pending,649386,444616,Client B
P0366,App Development,3/26/2022 0:00,3/30/2023 0:00,Bob,"Frank, Bob",pending,121722,765557,Client C
P0368,Cloud Migration,6/25/2023 0:00,1/31/2023 0:00,Eve,"Eve, Charlie",pending,563669,633797,Client A
P0379,Blockchain Integration,7/31/2024 0:00,12/2/2022 0:00,Frank,"Eve, Bob, Charlie",pending,355928,281454,Client C
P0383,IoT Automation,6/18/2022 0:00,2/28/2024 0:00,Charlie,"Bob, David",pending,476984,437479,Client E
P0386,Cloud Migration,3/3/2022 0:00,2/18/2024 0:00,Charlie,"Charlie, Eve",pending,193806,714307,Client E
P0395,App Development,12/17/2023 0:00,6/2/2024 0:00,Alice,"Charlie, Frank",pending,897662,245809,Client C
P0397,App Development,9/2/2024 0:00,5/19/2022 0:00,David,"David, Alice, Charlie",pending,196864,849053,Client B
P0409,Data Warehouse,2/17/2023 0:00,9/17/2023 0:00,David,Frank,pending,922359,313403,Client E
P0418,AI Software,12/27/2023 0:00,9/10/2024 0:00,Eve,Eve,pending,287412,132976,Client A
P0420,Data Warehouse,10/19/2024 0:00,7/8/2022 0:00,Eve,"Alice, Frank",pending,897819,425772,Client A
P0423,IoT Automation,2/17/2024 0:00,1/26/2024 0:00,Bob,"Frank, Bob",pending,109171,191463,Client E
P0436,App Development,8/7/2022 0:00,10/4/2022 0:00,Alice,"Bob, Charlie, David",pending,771231,716430,Client A
P0437,Cloud Migration,5/20/2023 0:00,7/4/2022 0:00,Alice,"Eve, Bob, Frank",pending,144327,327586,Client A
P0441,IoT Automation,5/10/2022 0:00,3/11/2022 0:00,Bob,"Charlie, Bob, Alice",pending,810436,577918,Client B
P0444,AI Software,1/9/2023 0:00,10/6/2024 0:00,Eve,"Charlie, Bob",pending,589286,331390,Client C
P0446,Data Warehouse,10/4/2023 0:00,9/24/2023 0:00,Frank,"Alice, Charlie, Frank",pending,734930,500087,Client E
P0447,Blockchain Integration,2/4/2024 0:00,11/4/2023 0:00,Frank,Frank,pending,978316,734532,Client A
P0457,AI Software,1/16/2023 0:00,8/22/2022 0:00,Alice,"David, Alice, Charlie",pending,491772,765309,Client E
P0473,AI Software,8/15/2022 0:00,7/27/2022 0:00,Eve,"Alice, Eve, Charlie",pending,357284,308933,Client D
P0483,App Development,10/18/2022 0:00,6/28/2022 0:00,Bob,Bob,pending,988326,62389,Client D
P0489,Cloud Migration,3/28/2024 0:00,4/6/2024 0:00,Frank,"Eve, Bob",pending,382705,579694,Client A
P0491,Blockchain Integration,8/2/2022 0:00,11/4/2023 0:00,Frank,"Alice, Frank, Eve",pending,761310,412115,Client A
P0494,Cloud Migration,9/8/2024 0:00,4/25/2022 0:00,Eve,Eve,pending,582650,324362,Client E
P0500,IoT Automation,7/9/2022 0:00,7/17/2024 0:00,Charlie,"Eve, Bob",pending,137912,872375,Client E
P0511,Blockchain Integration,8/13/2022 0:00,2/27/2023 0:00,Eve,Frank,pending,146151,496258,Client A
P0514,Blockchain Integration,12/19/2022 0:00,9/18/2024 0:00,Charlie,"Eve, Frank",pending,938306,851462,Client E
P0523,Cloud Migration,9/20/2022 0:00,7/12/2023 0:00,Bob,Bob,pending,273648,616699,Client C
P0531,App Development,5/30/2023 0:00,5/27/2023 0:00,Charlie,Charlie,pending,762201,168205,Client D
P0532,Data Warehouse,10/10/2023 0:00,4/1/2023 0:00,Bob,"David, Bob",pending,652294,741568,Client B
P0533,AI Software,3/19/2022 0:00,2/26/2022 0:00,Alice,"Frank, Bob",pending,815084,81544,Client D
P0535,App Development,5/8/2023 0:00,3/18/2024 0:00,Bob,Bob,pending,392515,644103,Client B
P0536,Cloud Migration,1/21/2024 0:00,8/7/2022 0:00,Frank,"Frank, Charlie",pending,916102,230777,Client D
P0548,AI Software,11/27/2023 0:00,3/25/2022 0:00,Charlie,"Bob, Charlie",pending,260702,712048,Client E
P0560,Data Warehouse,11/14/2022 0:00,5/22/2024 0:00,David,David,pending,132081,668274,Client A
P0567,IoT Automation,4/1/2022 0:00,11/12/2023 0:00,Frank,Frank,pending,740231,667298,Client E
P0586,IoT Automation,9/19/2024 0:00,9/22/2022 0:00,Frank,"Charlie, Bob",pending,424814,140745,Client A
P0592,App Development,7/30/2023 0:00,6/28/2024 0:00,Alice,"Alice, David, Bob",pending,509850,670213,Client D
P0593,AI Software,9/15/2024 0:00,9/1/2024 0:00,Charlie,Charlie,pending,614179,698663,Client A
P0599,App Development,10/11/2023 0:00,11/8/2024 0:00,Eve,Eve,pending,372611,446278,Client A
P0605,IoT Automation,5/16/2024 0:00,6/2/2024 0:00,Frank,Frank,pending,828664,632400,Client A
P0609,IoT Automation,10/6/2023 0:00,9/4/2022 0:00,Charlie,"Eve, Alice",pending,520577,558868,Client D
P0622,Data Warehouse,6/26/2024 0:00,3/2/2023 0:00,Charlie,Bob,pending,350876,711714,Client E
P0630,App Development,3/25/2023 0:00,5/2/2023 0:00,Eve,"Alice, Eve",pending,300790,872046,Client B
P0641,Cloud Migration,3/27/2022 0:00,4/29/2024 0:00,Eve,"David, Alice",pending,888019,146366,Client D
P0656,Blockchain Integration,6/8/2022 0:00,6/18/2024 0:00,Eve,Bob,pending,964366,53026,Client D
P0659,Blockchain Integration,10/31/2023 0:00,8/15/2022 0:00,David,David,pending,999441,50063,Client A
P0667,App Development,6/2/2022 0:00,1/18/2024 0:00,Eve,"Charlie, Bob",pending,719682,341971,Client E
P0675,Cloud Migration,7/31/2022 0:00,5/26/2024 0:00,Charlie,Bob,pending,738331,591809,Client E
P0677,Data Warehouse,5/19/2023 0:00,8/15/2022 0:00,Charlie,"Bob, Frank, David",pending,333727,524610,Client B
P0689,Data Warehouse,3/14/2023 0:00,8/8/2023 0:00,Eve,"Bob, Frank",pending,673094,536352,Client D
P0690,Blockchain Integration,10/9/2023 0:00,11/7/2024 0:00,Alice,Alice,pending,117137,164512,Client C
P0693,Data Warehouse,4/5/2023 0:00,9/22/2023 0:00,Charlie,"Frank, Eve",pending,906250,134799,Client C
P0701,Blockchain Integration,10/17/2022 0:00,6/5/2022 0:00,Bob,"Alice, Bob, Charlie",pending,787973,379158,Client B
P0708,App Development,6/30/2022 0:00,10/11/2023 0:00,David,"Eve, Charlie",pending,804444,357270,Client B
P0709,Cloud Migration,3/12/2023 0:00,12/16/2023 0:00,Alice,"Alice, Frank, Charlie",pending,269724,727233,Client B
P0715,App Development,7/18/2023 0:00,7/10/2022 0:00,Alice,"David, Charlie, Frank",pending,171921,545155,Client C
P0726,App Development,2/27/2023 0:00,6/10/2023 0:00,Frank,"Frank, Alice",pending,228028,862314,Client D
P0729,App Development,6/10/2024 0:00,9/13/2024 0:00,Eve,Alice,pending,196500,541018,Client E
P0742,Cloud Migration,11/25/2023 0:00,7/16/2024 0:00,Frank,"Frank, Eve",pending,131236,313581,Client E
P0744,Blockchain Integration,10/25/2022 0:00,3/22/2023 0:00,Alice,"Alice, David, Charlie",pending,553405,623741,Client C
P0745,Cloud Migration,3/4/2024 0:00,3/12/2022 0:00,David,"Bob, Eve, Alice",pending,637311,235468,Client D
P0746,Blockchain Integration,11/1/2023 0:00,3/30/2023 0:00,Charlie,Charlie,pending,522009,288919,Client D
P0749,AI Software,5/8/2023 0:00,10/15/2022 0:00,Frank,Bob,pending,884056,194598,Client C
P0760,Blockchain Integration,1/19/2023 0:00,7/23/2023 0:00,Frank,Frank,pending,535718,852852,Client B
P0769,Cloud Migration,3/1/2022 0:00,4/10/2024 0:00,Alice,"Frank, David",pending,225570,456742,Client E
P0771,Cloud Migration,5/16/2024 0:00,2/20/2023 0:00,David,"Eve, Alice",pending,769075,70024,Client A
P0783,IoT Automation,6/28/2022 0:00,1/22/2023 0:00,Alice,"Bob, David, Eve",pending,414384,509000,Client C
P0785,AI Software,9/21/2024 0:00,3/18/2024 0:00,Eve,"Bob, Alice, Charlie",pending,443674,643378,Client D
P0791,Blockchain Integration,1/23/2024 0:00,1/22/2024 0:00,David,"Frank, David, Bob",pending,449999,275023,Client D
P0799,IoT Automation,9/19/2024 0:00,5/6/2022 0:00,David,"David, Charlie, Alice",pending,675601,566227,Client B
P0807,AI Software,6/14/2023 0:00,8/15/2022 0:00,David,Bob,pending,877093,748799,Client B
P0812,AI Software,9/1/2023 0:00,10/19/2022 0:00,Bob,"Charlie, Frank, Bob",pending,144590,368832,Client A
P0816,Cloud Migration,11/15/2022 0:00,7/2/2022 0:00,Alice,"David, Charlie, Eve",pending,932681,82959,Client D
P0819,Blockchain Integration,7/28/2023 0:00,4/5/2023 0:00,Eve,Bob,pending,834734,847250,Client E
P0821,App Development,6/13/2023 0:00,5/4/2024 0:00,Alice,Frank,pending,593161,707311,Client D
P0823,IoT Automation,3/26/2024 0:00,5/27/2023 0:00,Eve,"Frank, Bob",pending,873704,735707,Client A
P0824,Blockchain Integration,11/7/2023 0:00,9/25/2024 0:00,David,Charlie,pending,815598,695266,Client B
P0825,AI Software,2/7/2023 0:00,6/18/2024 0:00,Charlie,"Bob, Eve, Frank",pending,527725,232727,Client A
P0829,App Development,10/16/2022 0:00,8/9/2023 0:00,Bob,Charlie,pending,296660,407006,Client B
P0833,Data Warehouse,11/2/2023 0:00,5/22/2024 0:00,Eve,Eve,pending,965101,647053,Client A
P0834,App Development,9/8/2023 0:00,9/21/2024 0:00,Alice,"Charlie, Frank",pending,460991,63682,Client E
P0842,AI Software,2/16/2024 0:00,9/7/2023 0:00,Alice,Bob,pending,719433,575288,Client C
P0843,Cloud Migration,7/1/2023 0:00,10/24/2023 0:00,Alice,"Bob, Charlie",pending,365222,763260,Client D
P0845,AI Software,1/21/2024 0:00,11/2/2022 0:00,Bob,Charlie,pending,771949,647977,Client E
